Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199708","Water - Precipitation - unspecified (not reported)","1997-08-15","1997-08-01","1997-08-31","","-8.8","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-61.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","192","6.8","7.74"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199709","Water - Precipitation - unspecified (not reported)","1997-09-15","1997-09-01","1997-09-30","","-8.7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-62.7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","135","7.9","7.99"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199710","Water - Precipitation - unspecified (not reported)","1997-10-15","1997-10-01","1997-10-31","","-8.9","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-62.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","177","9.2","9"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199711","Water - Precipitation - unspecified (not reported)","1997-11-15","1997-11-01","1997-11-30","","-2.87","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-21.8","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","109","11.7","10.18"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199712","Water - Precipitation - unspecified (not reported)","1997-12-15","1997-12-01","1997-12-31","","","","","","","","","101","13.1","11.06"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199801","Water - Precipitation - unspecified (not reported)","1998-01-15","1998-01-01","1998-01-31","","-2.62","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-14.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","28","13.8","11.6"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199802","Water - Precipitation - unspecified (not reported)","1998-02-15","1998-02-01","1998-02-28","","-2.76","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-18.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","11","15.4","12.2"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199803","Water - Precipitation - unspecified (not reported)","1998-03-15","1998-03-01","1998-03-31","","-6.49","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-42.8","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","86","12.2","11.7"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199804","Water - Precipitation - unspecified (not reported)","1998-04-15","1998-04-01","1998-04-30","","-6.7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-43.1","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","72","10.3","10.07"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199805","Water - Precipitation - unspecified (not reported)","1998-05-15","1998-05-01","1998-05-31","","-5.94","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-39.5","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","105","11.7","12.4"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199806","Water - Precipitation - unspecified (not reported)","1998-06-15","1998-06-01","1998-06-30","","-8.79","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-62","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","108","8","9.7"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199807","Water - Precipitation - unspecified (not reported)","1998-07-15","1998-07-01","1998-07-31","","-6.94","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-45.7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","131","7.2","9.4"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199808","Water - Precipitation - unspecified (not reported)","1998-08-15","1998-08-01","1998-08-31","","-7.51","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-48.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","209","6.8","9"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199809","Water - Precipitation - unspecified (not reported)","1998-09-15","1998-09-01","1998-09-30","","-7.38","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-49","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","93","6.9","7.7"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199810","Water - Precipitation - unspecified (not reported)","1998-10-15","1998-10-01","1998-10-31","","-5.81","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-37.9","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","55","9.8","8.85"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199811","Water - Precipitation - unspecified (not reported)","1998-11-15","1998-11-01","1998-11-30","","-5.06","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-33.6","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","76","11.1","9.9"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199812","Water - Precipitation - unspecified (not reported)","1998-12-15","1998-12-01","1998-12-31","","-2.43","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-13.6","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","64","13.4","11.8"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199901","Water - Precipitation - unspecified (not reported)","1999-01-15","1999-01-01","1999-01-31","","","","","","","","","66.6","14.3","12.1"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199902","Water - Precipitation - unspecified (not reported)","1999-02-15","1999-02-01","1999-02-28","","-8.36","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-56.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","45.2","14","12"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199903","Water - Precipitation - unspecified (not reported)","1999-03-15","1999-03-01","1999-03-31","","-6.21","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-37.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","116.8","11.9","11.8"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199904","Water - Precipitation - unspecified (not reported)","1999-04-15","1999-04-01","1999-04-30","","-4.83","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-27","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","65","9.6","10.3"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199905","Water - Precipitation - unspecified (not reported)","1999-05-15","1999-05-01","1999-05-31","","-9.26","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-65.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","125.4","7.8","9.46"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199906","Water - Precipitation - unspecified (not reported)","1999-06-15","1999-06-01","1999-06-30","","-9.62","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-65.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","247.4","5.1","8.1"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199907","Water - Precipitation - unspecified (not reported)","1999-07-15","1999-07-01","1999-07-31","","-7.25","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-49.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","136.4","5.2","8.1"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199908","Water - Precipitation - unspecified (not reported)","1999-08-15","1999-08-01","1999-08-31","","-7.48","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-51.7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","207.8","7.7","9"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199909","Water - Precipitation - unspecified (not reported)","1999-09-15","1999-09-01","1999-09-30","","-7.47","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-51.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","138","8.5","9.8"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199910","Water - Precipitation - unspecified (not reported)","1999-10-15","1999-10-01","1999-10-31","","-4.26","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-27.3","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","50.4","10.6","9.8"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199911","Water - Precipitation - unspecified (not reported)","1999-11-15","1999-11-01","1999-11-30","","-2.93","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-14.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","67.4","12","10.9"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","199912","Water - Precipitation - unspecified (not reported)","1999-12-15","1999-12-01","1999-12-31","","-4.26","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-25.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","79.6","12.8","11.1"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200201","Water - Precipitation - rain","2002-01-15","2002-01-01","2002-01-31","","-2.81","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-16.9","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.13","0.27","International Atomic Energy Agency","70","14.5","12.23"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200202","Water - Precipitation - rain","2002-02-15","2002-02-01","2002-02-28","","-4.76","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-28.1","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.94","0.27","International Atomic Energy Agency","113.8","13.6","11.74"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200203","Water - Precipitation - rain","2002-03-15","2002-03-01","2002-03-31","","-5.82","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-32.8","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.57","0.25","International Atomic Energy Agency","115.5","11.5","10.91"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200204","Water - Precipitation - rain","2002-04-15","2002-04-01","2002-04-30","","-7.14","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-43.5","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.29","0.26","International Atomic Energy Agency","151.6","9.6","10.29"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200205","Water - Precipitation - rain","2002-05-15","2002-05-01","2002-05-31","","-10.05","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-66.7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.21","0.26","International Atomic Energy Agency","345.2","9.1","10.48"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200206","Water - Precipitation - rain","2002-06-15","2002-06-01","2002-06-30","","-8.61","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-57.5","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.04","0.26","International Atomic Energy Agency","209.8","5.4","7.93"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200207","Water - Precipitation - rain","2002-07-15","2002-07-01","2002-07-31","","-7.82","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-52.5","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.2","0.27","International Atomic Energy Agency","130.8","7.1","9.12"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200208","Water - Precipitation - rain","2002-08-15","2002-08-01","2002-08-31","","-7.83","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-52.8","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.62","0.39","International Atomic Energy Agency","196.8","8","9.48"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200209","Water - Precipitation - rain","2002-09-15","2002-09-01","2002-09-30","","-4.3","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-27.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.4","0.39","International Atomic Energy Agency","178.4","8.2","9.47"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200210","Water - Precipitation - rain","2002-10-15","2002-10-01","2002-10-31","","-8.68","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-60.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.6","0.4","International Atomic Energy Agency","260.4","9.7","9.63"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200211","Water - Precipitation - rain","2002-11-15","2002-11-01","2002-11-30","","-5.53","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-35.5","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.36","0.4","International Atomic Energy Agency","170.2","11.1","10.4"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200212","Water - Precipitation - rain","2002-12-15","2002-12-01","2002-12-31","","-2.11","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-8.8","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.57","0.4","International Atomic Energy Agency","92.8","13.2","11.44"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200301","Water - Precipitation - unspecified (not reported)","2003-01-15","2003-01-01","2003-01-31","","","","","","","","","97","14.1","13.4"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200302","Water - Precipitation - unspecified (not reported)","2003-02-15","2003-02-01","2003-02-28","","","","","","","","","56","12.8","12.6"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200303","Water - Precipitation - unspecified (not reported)","2003-03-15","2003-03-01","2003-03-31","","","","","","","","","68","12.7","12.8"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200304","Water - Precipitation - unspecified (not reported)","2003-04-15","2003-04-01","2003-04-30","","","","","","","","","106","9","10.3"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200305","Water - Precipitation - unspecified (not reported)","2003-05-15","2003-05-01","2003-05-31","","","","","","","","","70","8.7","10.5"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200306","Water - Precipitation - unspecified (not reported)","2003-06-15","2003-06-01","2003-06-30","","","","","","","","","215","8.3","10.2"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200307","Water - Precipitation - unspecified (not reported)","2003-07-15","2003-07-01","2003-07-31","","-10.91","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-75.1","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.88","0.25","International Atomic Energy Agency","127.8","6.1","8.7"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200308","Water - Precipitation - unspecified (not reported)","2003-08-15","2003-08-01","2003-08-31","","-6.24","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-40.1","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.87","0.25","International Atomic Energy Agency","182.8","7.2","9.1"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200309","Water - Precipitation - unspecified (not reported)","2003-09-15","2003-09-01","2003-09-30","","-7.11","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-52.6","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.45","0.29","International Atomic Energy Agency","140","8.4","9.8"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200310","Water - Precipitation - unspecified (not reported)","2003-10-15","2003-10-01","2003-10-31","","-4.93","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-34.3","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.99","0.26","International Atomic Energy Agency","94.8","10","10.3"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200311","Water - Precipitation - unspecified (not reported)","2003-11-15","2003-11-01","2003-11-30","","-5.21","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-33.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","1.78","0.24","International Atomic Energy Agency","131.3","11.8","11.7"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200312","Water - Precipitation - unspecified (not reported)","2003-12-15","2003-12-01","2003-12-31","","-3.1","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-14.1","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.21","0.27","International Atomic Energy Agency","122","11.8","11.2"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200401","Water - Precipitation - rain","2004-01-15","2004-01-01","2004-01-31","","-3.69","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-24.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","9.6","2.3","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","67.8","15.2","10.8"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200402","Water - Precipitation - rain","2004-02-15","2004-02-01","2004-02-29","","","","","","9","1.1","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","27","14.6","13.6"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200403","Water - Precipitation - rain","2004-03-15","2004-03-01","2004-03-31","","-4.62","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-27","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.19","0.47","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","116.4","13.5","12.8"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200404","Water - Precipitation - rain","2004-04-15","2004-04-01","2004-04-30","","-6.31","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-40.8","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","0.87","0.46","International Atomic Energy Agency","265.6","10.2","11.7"
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","200405","Water - Precipitation - rain","2004-05-15","2004-05-01","2004-05-31","","-6.6","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-39.3","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","2.85","0.29","International Atomic Energy Agency","49.6","7.7","10.1"
