Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196608","Water - Precipitation - unspecified (not reported)","1966-08-15","1966-08-01","1966-08-31","","","","","","","","","203","3.3","6.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196609","Water - Precipitation - unspecified (not reported)","1966-09-15","1966-09-01","1966-09-30","","","","","","","","","215","3.3","6.5"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196610","Water - Precipitation - unspecified (not reported)","1966-10-15","1966-10-01","1966-10-31","","","","","","","","","291","3.5","6.5"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196611","Water - Precipitation - unspecified (not reported)","1966-11-15","1966-11-01","1966-11-30","","","","","","","","","202","5.7","7.5"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196612","Water - Precipitation - unspecified (not reported)","1966-12-15","1966-12-01","1966-12-31","","","","","","","","","176","6.7","8.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196701","Water - Precipitation - rain","1967-01-15","1967-01-01","1967-01-31","","","","","","","","","294","6.3","7.8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196702","Water - Precipitation - rain","1967-02-15","1967-02-01","1967-02-28","","","","","","","","","343","6.2","7.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196703","Water - Precipitation - rain","1967-03-15","1967-03-01","1967-03-31","","","","","","","","","262","6.7","8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196704","Water - Precipitation - rain","1967-04-15","1967-04-01","1967-04-30","","","","","","","","","306","6","8.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196705","Water - Precipitation - rain","1967-05-15","1967-05-01","1967-05-31","","","","","","","","","247","6","8.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196706","Water - Precipitation - rain","1967-06-15","1967-06-01","1967-06-30","","","","","","","","","250","4.5","7.6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196707","Water - Precipitation - rain","1967-07-15","1967-07-01","1967-07-31","","","","","","85.6","3.5","International Atomic Energy Agency","202","2.6","6.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196708","Water - Precipitation - rain","1967-08-15","1967-08-01","1967-08-31","","","","","","42.5","1.9","International Atomic Energy Agency","252","4.2","7.5"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196709","Water - Precipitation - rain","1967-09-15","1967-09-01","1967-09-30","","","","","","117.6","4.6","International Atomic Energy Agency","175","3.2","6.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196710","Water - Precipitation - rain","1967-10-15","1967-10-01","1967-10-31","","","","","","24","1.3","International Atomic Energy Agency","118","5.2","7.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196711","Water - Precipitation - rain","1967-11-15","1967-11-01","1967-11-30","","","","","","82.3","3.4","International Atomic Energy Agency","264","4.9","7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196712","Water - Precipitation - rain","1967-12-15","1967-12-01","1967-12-31","","","","","","136.4","5.4","International Atomic Energy Agency","237","5.9","7.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196801","Water - Precipitation - rain","1968-01-15","1968-01-01","1968-01-31","","","","","","31.6","1.5","International Atomic Energy Agency","216","6.4","7.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196802","Water - Precipitation - rain","1968-02-15","1968-02-01","1968-02-29","","","","","","25.7","1.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","162","7.3","8.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196803","Water - Precipitation - rain","1968-03-15","1968-03-01","1968-03-31","","","","","","14.8","1.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","223","6.5","8.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196804","Water - Precipitation - rain","1968-04-15","1968-04-01","1968-04-30","","","","","","17","1.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","163","4.6","6.6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196805","Water - Precipitation - rain","1968-05-15","1968-05-01","1968-05-31","","","","","","16.6","1.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","236","4.1","6.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196806","Water - Precipitation - rain","1968-06-15","1968-06-01","1968-06-30","","","","","","9.5","0.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","172","4.1","7.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196807","Water - Precipitation - rain","1968-07-15","1968-07-01","1968-07-31","","","","","","13.6","1.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","148","3.7","6.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196808","Water - Precipitation - rain","1968-08-15","1968-08-01","1968-08-31","","","","","","23","1.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","173","2.9","6.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196809","Water - Precipitation - rain","1968-09-15","1968-09-01","1968-09-30","","","","","","26.4","2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","172","3.5","6.5"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196810","Water - Precipitation - rain","1968-10-15","1968-10-01","1968-10-31","","","","","","24.7","1.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","194","3.8","6.5"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196811","Water - Precipitation - rain","1968-11-15","1968-11-01","1968-11-30","","","","","","18.9","1.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","129","4.8","6.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196812","Water - Precipitation - rain","1968-12-15","1968-12-01","1968-12-31","","","","","","18.1","1.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","300","5.3","7.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196901","Water - Precipitation - rain","1969-01-15","1969-01-01","1969-01-31","","","","","","29.5","1.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","287","6.4","8.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196902","Water - Precipitation - rain","1969-02-15","1969-02-01","1969-02-28","","","","","","24","1.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","252","6.9","8.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196903","Water - Precipitation - rain","1969-03-15","1969-03-01","1969-03-31","","","","","","","","","225","7.2","8.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196904","Water - Precipitation - rain","1969-04-15","1969-04-01","1969-04-30","","","","","","36.3","2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","236","5.6","7.5"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196905","Water - Precipitation - rain","1969-05-15","1969-05-01","1969-05-31","","","","","","32.3","1.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","304","5.2","7.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196906","Water - Precipitation - rain","1969-06-15","1969-06-01","1969-06-30","","","","","","25.8","1.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","160","4.1","7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196907","Water - Precipitation - rain","1969-07-15","1969-07-01","1969-07-31","","","","","","36.3","1.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","181","4.5","6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196908","Water - Precipitation - rain","1969-08-15","1969-08-01","1969-08-31","","","","","","33.6","1.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","170","3.9","6.6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196909","Water - Precipitation - rain","1969-09-15","1969-09-01","1969-09-30","","","","","","43.2","2.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","147","3.3","6.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196910","Water - Precipitation - rain","1969-10-15","1969-10-01","1969-10-31","","","","","","28.9","3.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","171","3.8","6.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196911","Water - Precipitation - rain","1969-11-15","1969-11-01","1969-11-30","","","","","","28.6","1.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","268","4.5","6.6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196912","Water - Precipitation - rain","1969-12-15","1969-12-01","1969-12-31","","","","","","20.7","2.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","268","5.6","7.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197001","Water - Precipitation - rain","1970-01-15","1970-01-01","1970-01-31","","","","","","19.2","1.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","293","7.3","8.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197002","Water - Precipitation - rain","1970-02-15","1970-02-01","1970-02-28","","","","","","22.1","1.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","110","8.3","9.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197003","Water - Precipitation - rain","1970-03-15","1970-03-01","1970-03-31","","-3.52","Quaternary Dating Research Unit, CSIR","-20","Quaternary Dating Research Unit, CSIR","14.8","1.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","217","7.7","8.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197004","Water - Precipitation - rain","1970-04-15","1970-04-01","1970-04-30","","-6.78","Quaternary Dating Research Unit, CSIR","-34","Quaternary Dating Research Unit, CSIR","25.3","2.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","251","5.1","7.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197005","Water - Precipitation - rain","1970-05-15","1970-05-01","1970-05-31","","-5.27","Quaternary Dating Research Unit, CSIR","-36","Quaternary Dating Research Unit, CSIR","27.7","2.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","229","5.6","7.6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197006","Water - Precipitation - rain","1970-06-15","1970-06-01","1970-06-30","","-5.25","Quaternary Dating Research Unit, CSIR","-35","Quaternary Dating Research Unit, CSIR","25.2","2.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","207","5.2","8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197007","Water - Precipitation - rain","1970-07-15","1970-07-01","1970-07-31","","-6.26","Quaternary Dating Research Unit, CSIR","-46","Quaternary Dating Research Unit, CSIR","20.8","2.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","204","3.6","6.6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197008","Water - Precipitation - rain","1970-08-15","1970-08-01","1970-08-31","","-4.57","Quaternary Dating Research Unit, CSIR","-30","Quaternary Dating Research Unit, CSIR","25.6","2.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","241","3.4","6.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197009","Water - Precipitation - rain","1970-09-15","1970-09-01","1970-09-30","","-6.41","Quaternary Dating Research Unit, CSIR","-45","Quaternary Dating Research Unit, CSIR","58.5","2.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","143","2.6","5.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197010","Water - Precipitation - rain","1970-10-15","1970-10-01","1970-10-31","","-4.59","Quaternary Dating Research Unit, CSIR","-22","Quaternary Dating Research Unit, CSIR","27.4","2.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","196","3.7","6.4"
